time,activation,force,erg_signal
3.148000,0.999969,-127.578119,0.531247
3.150000,0.999972,-127.954316,0.529205
3.152000,0.999975,-128.319721,0.528924
3.154000,0.999977,-128.672498,0.523396
3.156000,0.999979,-129.015389,0.520536
3.158000,0.999981,-129.348399,0.519073
3.160000,0.999983,-129.672177,0.515809
3.162000,0.999985,-129.983010,0.514866
3.164000,0.999987,-130.280955,0.513480
3.166000,0.999988,-130.566839,0.512069
3.168000,0.999989,-130.844233,0.505548
3.170000,0.999990,-131.113228,0.503362
3.172000,0.999991,-131.374155,0.498634
3.174000,0.999992,-131.627500,0.493780
3.176000,0.999993,-131.869687,0.491620
3.178000,0.999994,-132.105393,0.487885
3.180000,0.999994,-132.335236,0.485907
3.182000,0.999995,-132.560239,0.481857
3.184000,0.999995,-132.779151,0.478089
3.186000,0.999996,-132.996885,0.477724
3.188000,0.999996,-133.208183,0.474191
3.190000,0.999997,-133.418332,0.472869
3.192000,0.999997,-133.622158,0.472028
3.194000,0.999997,-133.819614,0.470874
3.196000,0.999997,-134.010817,0.468714
3.198000,0.999998,-134.195866,0.464735
3.200000,0.999998,-134.374858,0.463029
3.202000,0.999998,-134.547725,0.457824
3.204000,0.999998,-134.714493,0.461922
3.206000,0.999999,-134.875095,0.459991
3.208000,0.999999,-135.029631,0.457030
3.210000,0.999999,-135.176184,0.451005
3.212000,0.999999,-135.316849,0.448226
3.214000,0.999999,-135.449149,0.447609
3.216000,0.999999,-135.572224,0.449364
3.218000,0.999999,-135.689196,0.445966
3.220000,0.999999,-135.797301,0.440923
3.222000,0.999999,-135.901045,0.437245
3.224000,0.999999,-136.000532,0.436626
3.226000,0.999999,-136.095869,0.436995
3.228000,1.000000,-136.187101,0.433162
3.230000,1.000000,-136.273891,0.435444
3.232000,1.000000,-136.356620,0.435947
3.234000,1.000000,-136.435274,0.431637
3.236000,1.000000,-136.505650,0.428387
3.238000,1.000000,-136.574374,0.423560
3.240000,1.000000,-136.639176,0.423982
3.242000,1.000000,-136.700013,0.420967
3.244000,1.000000,-136.756748,0.421790
3.246000,1.000000,-136.809445,0.418469
3.248000,1.000000,-136.858073,0.418238
3.250000,1.000000,-136.897770,0.415268
3.252000,1.000000,-136.932747,0.416110
3.254000,1.000000,-136.963564,0.412309
3.256000,1.000000,-136.990726,0.411151
3.258000,1.000000,-137.014206,0.413678
3.260000,1.000000,-137.035013,0.410277
3.262000,1.000000,-137.052227,0.410189
3.264000,1.000000,-137.059628,0.411091
3.266000,1.000000,-137.062786,0.409582
3.268000,1.000000,-137.062748,0.407490
3.270000,1.000000,-137.059739,0.405074
3.272000,1.000000,-137.053827,0.405328
3.274000,1.000000,-137.045367,0.400660
3.276000,1.000000,-137.034571,0.394675
3.278000,1.000000,-137.017325,0.390090
3.280000,1.000000,-136.998365,0.391857
3.282000,1.000000,-136.977843,0.389288
3.284000,1.000000,-136.951951,0.385687
3.286000,1.000000,-136.925070,0.385803
3.288000,1.000000,-136.897083,0.381478
3.290000,1.000000,-136.865043,0.380435
3.292000,1.000000,-136.831594,0.379949
3.294000,1.000000,-136.797135,0.378733
3.296000,1.000000,-136.761653,0.379100
3.298000,1.000000,-136.724380,0.376408
3.300000,1.000000,-136.686314,0.373496
3.302000,1.000000,-136.647477,0.371352
3.304000,1.000000,-136.607885,0.367057
3.306000,1.000000,-136.567549,0.366822
3.308000,1.000000,-136.526488,0.363666
3.310000,1.000000,-136.484684,0.363299
3.312000,1.000000,-136.442122,0.360738
3.314000,1.000000,-136.398851,0.362926
3.316000,1.000000,-136.354926,0.364765
3.318000,1.000000,-136.310417,0.360537
3.320000,1.000000,-136.265397,0.359663
3.322000,1.000000,-136.211016,0.353964
3.324000,1.000000,-136.157571,0.352432
3.326000,1.000000,-136.105192,0.350406
3.328000,1.000000,-136.053932,0.348368
3.330000,1.000000,-136.003773,0.348705
3.332000,1.000000,-135.954639,0.347012
3.334000,1.000000,-135.907571,0.345876
3.336000,1.000000,-135.861176,0.343465
3.338000,1.000000,-135.815586,0.341856
3.340000,1.000000,-135.770721,0.343518
3.342000,1.000000,-135.726461,0.340101
3.344000,1.000000,-135.682681,0.335679
3.346000,1.000000,-135.636938,0.334431
3.348000,1.000000,-135.591012,0.333502
3.350000,1.000000,-135.521705,0.334079
3.352000,1.000000,-135.455700,0.331401
3.354000,1.000000,-135.393015,0.325787
3.356000,1.000000,-135.333539,0.325761
3.358000,1.000000,-135.276842,0.324817
3.360000,1.000000,-135.222488,0.321296
3.362000,1.000000,-135.170009,0.322322
3.364000,1.000000,-135.118716,0.321748
3.366000,1.000000,-135.068428,0.317077
3.368000,1.000000,-135.018349,0.314571
3.370000,1.000000,-134.968844,0.312080
3.372000,1.000000,-134.919829,0.312091
3.374000,1.000000,-134.871301,0.310436
3.376000,1.000000,-134.823307,0.307666
3.378000,1.000000,-134.775944,0.302769
3.380000,1.000000,-134.729335,0.302098
3.382000,1.000000,-134.683610,0.300448
3.384000,1.000000,-134.623790,0.299239
3.386000,1.000000,-134.568239,0.299659
3.388000,1.000000,-134.517154,0.294790
3.390000,1.000000,-134.470361,0.296129
3.392000,1.000000,-134.427411,0.293080
3.394000,1.000000,-134.383971,0.289921
3.396000,1.000000,-134.343408,0.284920
3.398000,1.000000,-134.303585,0.282514
3.400000,1.000000,-134.265217,0.275929
3.402000,1.000000,-134.214915,0.273259
3.404000,1.000000,-134.167845,0.269269
3.406000,1.000000,-134.123765,0.271153
3.408000,1.000000,-134.082398,0.271278
3.410000,1.000000,-134.057955,0.272186
3.412000,1.000000,-134.033645,0.268173
3.414000,1.000000,-134.008203,0.268553
3.416000,1.000000,-133.981804,0.264965
3.418000,1.000000,-133.954335,0.264338
3.420000,1.000000,-133.923933,0.262794
3.422000,1.000000,-133.890466,0.261196
3.424000,1.000000,-133.858206,0.258953
3.426000,1.000000,-133.826881,0.258430
3.428000,1.000000,-133.797790,0.258547
3.430000,1.000000,-133.771157,0.258028
3.432000,1.000000,-133.745162,0.258132
3.434000,1.000000,-133.721531,0.259993
3.436000,1.000000,-133.700075,0.255388
3.438000,1.000000,-133.680538,0.255667
3.440000,1.000000,-133.662627,0.257847
3.442000,1.000000,-133.646053,0.257433
3.444000,1.000000,-133.630508,0.254608
3.446000,1.000000,-133.604747,0.255560
3.448000,1.000000,-133.581819,0.251595
3.450000,1.000000,-133.555161,0.247936
3.452000,1.000000,-133.530959,0.246758
3.454000,1.000000,-133.505325,0.244198
3.456000,1.000000,-133.481825,0.242297
3.458000,1.000000,-133.460191,0.242326
3.460000,1.000000,-133.434655,0.238742
3.462000,1.000000,-133.411280,0.235494
3.464000,1.000000,-133.389918,0.235859
3.466000,1.000000,-133.368174,0.239674
3.468000,1.000000,-133.250937,0.238720
3.470000,1.000000,-133.141328,0.237708
3.472000,1.000000,-133.039521,0.237684
3.474000,1.000000,-132.945326,0.235383
3.476000,1.000000,-132.857976,0.233207
3.478000,1.000000,-132.776478,0.233214
3.480000,0.932639,-132.699728,0.232923
3.482000,0.875077,-123.693862,0.232394
3.484000,0.825349,-115.879958,0.233370
3.486000,0.781989,-109.068492,0.233237
3.488000,0.743878,-103.121436,0.230617
3.490000,0.710149,-97.923741,0.230004
3.492000,0.680115,-93.379732,0.228221
3.494000,0.653229,-89.403156,0.227404
3.496000,0.629045,-85.917065,0.227798
3.498000,0.607200,-82.852763,0.226191
3.500000,0.564368,-80.147515,0.222749
3.502000,0.526371,-74.731482,0.220267
3.504000,0.492431,-69.942422,0.219108
3.506000,0.461934,-65.668329,0.218797
3.508000,0.434382,-61.832841,0.217973
3.510000,0.409371,-58.378661,0.216831
3.512000,0.386568,-55.256215,0.215710
3.514000,0.365696,-52.439188,0.216454
3.516000,0.346523,-49.889503,0.217403
3.518000,0.328855,-47.568794,0.216280
3.520000,0.312522,-45.440370,0.216335
3.522000,0.297384,-43.475388,0.214616
3.524000,0.283317,-41.651171,0.213767
3.526000,0.270214,-39.960424,0.211264
3.528000,0.257982,-38.378607,0.209624
3.530000,0.246541,-36.892826,0.206401
3.532000,0.235819,-35.489423,0.206415
3.534000,0.225752,-34.163097,0.205599
3.536000,0.216286,-32.905482,0.203664
3.538000,0.207371,-31.711258,0.200407
3.540000,0.198961,-30.575520,0.199242
3.542000,0.191018,-29.493224,0.194627
3.544000,0.183506,-28.460792,0.194643
3.546000,0.176393,-27.475059,0.191546
3.548000,0.169650,-26.532720,0.192509
3.550000,0.163250,-25.631409,0.189172
3.552000,0.157170,-24.768889,0.192997
3.554000,0.151388,-23.945511,0.194326
3.556000,0.145884,-23.155813,0.194731
3.558000,0.140641,-22.397914,0.192749
3.560000,0.135641,-21.670160,0.193203
3.562000,0.130871,-20.970978,0.196591
3.564000,0.126314,-20.298794,0.200232
3.566000,0.121960,-19.653549,0.198859
3.568000,0.117795,-19.034925,0.195047
3.570000,0.113810,-18.439720,0.189916
3.572000,0.109993,-17.866641,0.187292
3.574000,0.106336,-17.314692,0.185093
3.576000,0.102829,-16.783041,0.186360
3.578000,0.099465,-16.270719,0.183909
3.580000,0.096237,-15.776876,0.183062
3.582000,0.093136,-15.300648,0.180503
3.584000,0.090157,-14.841227,0.178009
3.586000,0.087294,-14.397867,0.174071
3.588000,0.084540,-13.969459,0.172605
3.590000,0.081890,-13.555853,0.171787
3.592000,0.079340,-13.156393,0.176413
3.594000,0.076885,-12.770521,0.173458
3.596000,0.074519,-12.397660,0.177251
3.598000,0.072240,-12.037252,0.176731
3.600000,0.070042,-11.688738,0.171840
3.602000,0.067923,-11.352035,0.171662
3.604000,0.065879,-11.026196,0.171899
3.606000,0.063907,-10.710793,0.175946
3.608000,0.062003,-10.405407,0.173637
3.610000,0.060164,-10.109649,0.171574
3.612000,0.058389,-9.823138,0.168477
3.614000,0.056673,-9.545557,0.165527
3.616000,0.055016,-9.276622,0.165144
3.618000,0.053413,-9.015939,0.161863
3.620000,0.051864,-8.763196,0.164866
3.622000,0.050366,-8.518098,0.163666
3.624000,0.048916,-8.280415,0.159482
3.626000,0.047514,-8.049843,0.158247
3.628000,0.046156,-7.831578,0.157863
3.630000,0.044842,-7.619135,0.154003
3.632000,0.043569,-7.412305,0.155215
3.634000,0.042334,-7.210897,0.157163
3.636000,0.041137,-7.014709,0.155058
3.638000,0.039975,-6.823523,0.154340
3.640000,0.038847,-6.637131,0.150152
3.642000,0.037751,-6.455406,0.151412
3.644000,0.036685,-6.278093,0.149216
3.646000,0.035649,-6.105161,0.146945
3.648000,0.034641,-5.936241,0.143351
3.650000,0.033659,-5.771212,0.143878
3.652000,0.032703,-5.609957,0.146087
3.654000,0.031771,-5.452363,0.146353
3.656000,0.030863,-5.298327,0.145550
3.658000,0.029978,-5.147754,0.145239
3.660000,0.029115,-5.000675,0.147043
3.662000,0.028273,-4.856760,0.146580
3.664000,0.027451,-4.716014,0.146857
3.666000,0.026649,-4.578405,0.147725
3.668000,0.025867,-4.443861,0.149309
3.670000,0.025103,-4.312300,0.147792
3.672000,0.024357,-4.183760,0.144175
3.674000,0.023629,-4.058043,0.140510
3.676000,0.022918,-3.935226,0.139850
3.678000,0.022224,-3.815277,0.137881
3.680000,0.021547,-3.698229,0.135904
3.682000,0.020885,-3.583813,0.133247
3.684000,0.020239,-3.472070,0.131734
3.686000,0.019609,-3.363000,0.129199
3.688000,0.018994,-3.256721,0.129910
3.690000,0.018393,-3.152769,0.123661
3.692000,0.017807,-3.051332,0.120965
3.694000,0.017235,-2.952425,0.116709
3.696000,0.016677,-2.856018,0.110030
3.698000,0.016133,-2.762071,0.107540
3.700000,0.015603,-2.670468,0.100271
3.702000,0.015086,-2.581539,0.093461
3.704000,0.014582,-2.494944,0.090016
3.706000,0.014091,-2.410234,0.081395
3.708000,0.013612,-2.327475,0.077848
3.710000,0.013146,-2.247239,0.071455
3.712000,0.012693,-2.169388,0.064665
3.714000,0.012251,-2.093928,0.059524
3.716000,0.011822,-2.020905,0.057017
3.718000,0.011404,-1.950021,0.054863
3.720000,0.010998,-1.881154,0.057924
3.722000,0.010604,-1.814236,0.060987
3.724000,0.010220,-1.749220,0.060797
3.726000,0.009848,-1.685948,0.064302
3.728000,0.009486,-1.624466,0.067450
3.730000,0.009135,-1.564840,0.074350
3.732000,0.008795,-1.507028,0.079937
3.734000,0.008465,-1.450979,0.088982
3.736000,0.008145,-1.396648,0.097014
3.738000,0.007835,-1.343993,0.104035
3.740000,0.007535,-1.292975,0.115474
3.742000,0.007244,-1.243559,0.124937
3.744000,0.006963,-1.195409,0.130346
3.746000,0.006691,-1.149152,0.144238
3.748000,0.006428,-1.104445,0.156611
3.750000,0.006173,-1.061206,0.166274
3.752000,0.005928,-1.019395,0.178340
3.754000,0.005690,-0.978981,0.191859
3.756000,0.005461,-0.939932,0.205547
3.758000,0.005240,-0.902218,0.220640
3.760000,0.005026,-0.865806,0.232923
3.762000,0.004821,-0.830667,0.250514
3.764000,0.004622,-0.796768,0.267904
3.766000,0.004431,-0.764079,0.283588
3.768000,0.004247,-0.732568,0.299567
3.770000,0.004069,-0.702204,0.318462
3.772000,0.003899,-0.672956,0.327989
3.774000,0.003734,-0.644793,0.341437
3.776000,0.003576,-0.617685,0.355962
3.778000,0.003424,-0.591600,0.368183
3.780000,0.003278,-0.566509,0.378779
3.782000,0.003138,-0.542382,0.392634
3.784000,0.003003,-0.519190,0.402308
3.786000,0.002873,-0.496902,0.415417
3.788000,0.002749,-0.475491,0.426794
3.790000,0.002629,-0.454928,0.435402
3.792000,0.002515,-0.435185,0.444222
3.794000,0.002405,-0.416235,0.456977
3.796000,0.002299,-0.398051,0.469241
3.798000,0.002198,-0.380606,0.480058
3.800000,0.002101,-0.363876,0.488994
3.802000,0.002008,-0.347834,0.501581
3.804000,0.001919,-0.332457,0.512463
3.806000,0.001834,-0.317720,0.519962
3.808000,0.001752,-0.303599,0.524761
3.810000,0.001673,-0.290073,0.534883
3.812000,0.001599,-0.277118,0.537829
3.814000,0.001527,-0.264713,0.544541
3.816000,0.001458,-0.252838,0.551487
3.818000,0.001392,-0.241471,0.562393
3.820000,0.001329,-0.230593,0.568257
3.822000,0.001269,-0.220185,0.572321
3.824000,0.001212,-0.210228,0.579718
3.826000,0.001157,-0.200704,0.585737
3.828000,0.001104,-0.191596,0.590969
3.830000,0.001054,-0.182887,0.594593
3.832000,0.001006,-0.174561,0.598744
3.834000,0.000960,-0.166602,0.606901
3.836000,0.000916,-0.158995,0.612310
3.838000,0.000874,-0.151725,0.611857
3.840000,0.000834,-0.144778,0.614108
3.842000,0.000796,-0.138141,0.615689
3.844000,0.000759,-0.131801,0.618770
3.846000,0.000724,-0.125744,0.621667
3.848000,0.000691,-0.119960,0.625187
3.850000,0.000659,-0.114436,0.629088
3.852000,0.000629,-0.109160,0.629065
3.854000,0.000600,-0.104123,0.631997
3.856000,0.000572,-0.099314,0.633867
3.858000,0.000545,-0.094724,0.635796
3.860000,0.000520,-0.090341,0.639699
3.862000,0.000496,-0.086158,0.638375
3.864000,0.000473,-0.082166,0.639094
3.866000,0.000451,-0.078356,0.640164
3.868000,0.000430,-0.074719,0.639895
3.870000,0.000410,-0.071250,0.641014
3.872000,0.000391,-0.067939,0.642132
3.874000,0.000373,-0.064780,0.644503
3.876000,0.000356,-0.061767,0.643551
3.878000,0.000339,-0.058892,0.641196
3.880000,0.000323,-0.056149,0.640347
3.882000,0.000308,-0.053533,0.641078
3.884000,0.000294,-0.051037,0.636855
3.886000,0.000280,-0.048657,0.637939
3.888000,0.000267,-0.046387,0.634538
3.890000,0.000255,-0.044221,0.633877
3.892000,0.000243,-0.042156,0.633307
3.894000,0.000231,-0.040187,0.632648
3.896000,0.000221,-0.038309,0.633092
3.898000,0.000210,-0.036518,0.633057
3.900000,0.000200,-0.034811,0.632835
3.902000,0.000191,-0.033182,0.631582
3.904000,0.000182,-0.031630,0.627046
3.906000,0.000174,-0.030149,0.627030
3.908000,0.000165,-0.028738,0.620483
3.910000,0.000158,-0.027392,0.621948
3.912000,0.000150,-0.026109,0.616832
3.914000,0.000143,-0.024886,0.614412
3.916000,0.000137,-0.023719,0.614255
3.918000,0.000130,-0.022608,0.614117
3.920000,0.000124,-0.021548,0.611954
3.922000,0.000118,-0.020537,0.612612
3.924000,0.000113,-0.019574,0.611270
3.926000,0.000107,-0.018656,0.610006
3.928000,0.000102,-0.017781,0.607474
3.930000,0.000098,-0.016946,0.607906
3.932000,0.000093,-0.016151,0.603925
3.934000,0.000089,-0.015393,0.599341
3.936000,0.000084,-0.014671,0.593431
3.938000,0.000081,-0.013982,0.589767
3.940000,0.000077,-0.013325,0.588117
3.942000,0.000073,-0.012700,0.585881
3.944000,0.000070,-0.012103,0.585035
3.946000,0.000066,-0.011535,0.582896
3.948000,0.000063,-0.010993,0.579169
3.950000,0.000060,-0.010476,0.578163
3.952000,0.000057,-0.009984,0.575232
3.954000,0.000055,-0.009515,0.572796
3.956000,0.000052,-0.009068,0.574375
3.958000,0.000050,-0.008642,0.572684
3.960000,0.000047,-0.008236,0.570615
3.962000,0.000045,-0.007849,0.566698
3.964000,0.000043,-0.007480,0.565479
3.966000,0.000041,-0.007128,0.563651
3.968000,0.000039,-0.006793,0.558420
3.970000,0.000037,-0.006474,0.558909
3.972000,0.000036,-0.006169,0.559562
3.974000,0.000034,-0.005879,0.556073
3.976000,0.000032,-0.005603,0.552552
3.978000,0.000031,-0.005339,0.549467
3.980000,0.000029,-0.005088,0.543380
3.982000,0.000028,-0.004849,0.545403
3.984000,0.000027,-0.004621,0.543982
3.986000,0.000025,-0.004404,0.540064
3.988000,0.000024,-0.004197,0.536593
3.990000,0.000023,-0.003999,0.534804
3.992000,0.000022,-0.003811,0.531592
3.994000,0.000021,-0.003632,0.528318
3.996000,0.000020,-0.003461,0.526577
3.998000,0.000019,-0.003298,0.521399
4.000000,0.000018,-0.003143,0.521404
4.002000,0.000017,-0.002995,0.519551
4.004000,0.000016,-0.002854,0.517324
4.006000,0.000016,-0.002720,0.514410
4.008000,0.000015,-0.002592,0.509778
4.010000,0.000014,-0.002470,0.505320
4.012000,0.000014,-0.002354,0.502964
4.014000,0.000013,-0.002243,0.503196
4.016000,0.000012,-0.002138,0.504038
4.018000,0.000012,-0.002037,0.500997
4.020000,0.000011,-0.001941,0.498751
4.022000,0.000011,-0.001850,0.496736
4.024000,0.000010,-0.001763,0.495501
4.026000,0.000010,-0.001680,0.491777
4.028000,0.000009,-0.001601,0.489348
4.030000,0.000009,-0.001526,0.482510
4.032000,0.000008,-0.001454,0.479927
4.034000,0.000008,-0.001386,0.476189
4.036000,0.000008,-0.001320,0.471803
4.038000,0.000007,-0.001258,0.466278
4.040000,0.000007,-0.001199,0.467496
4.042000,0.000007,-0.001143,0.463513
4.044000,0.000006,-0.001089,0.460242
4.046000,0.000006,-0.001038,0.458157
4.048000,0.000006,-0.000989,0.455182
4.050000,0.000005,-0.000942,0.456956
4.052000,0.000005,-0.000898,0.454759
4.054000,0.000005,-0.000856,0.453816
4.056000,0.000005,-0.000816,0.453698
4.058000,0.000004,-0.000777,0.452028
4.060000,0.000004,-0.000741,0.451609
4.062000,0.000004,-0.000706,0.448919
4.064000,0.000004,-0.000673,0.447005
4.066000,0.000004,-0.000641,0.444627
4.068000,0.000004,-0.000611,0.442730
4.070000,0.000003,-0.000582,0.439723
4.072000,0.000003,-0.000555,0.437905
4.074000,0.000003,-0.000529,0.436627
4.076000,0.000003,-0.000504,0.436052
4.078000,0.000003,-0.000480,0.434156
4.080000,0.000003,-0.000457,0.436729
4.082000,0.000003,-0.000436,0.434560
4.084000,0.000002,-0.000415,0.434072
4.086000,0.000002,-0.000396,0.431027
4.088000,0.000002,-0.000377,0.425692
4.090000,0.000002,-0.000359,0.420841
4.092000,0.000002,-0.000343,0.418905
4.094000,0.000002,-0.000326,0.417330
4.096000,0.000002,-0.000311,0.414850
4.098000,0.000002,-0.000296,0.412507
4.100000,0.000002,-0.000283,0.410551
4.102000,0.000002,-0.000269,0.407839
4.104000,0.000001,-0.000257,0.406914
4.106000,0.000001,-0.000244,0.402847
4.108000,0.000001,-0.000233,0.399133
4.110000,0.000001,-0.000222,0.397360
4.112000,0.000001,-0.000212,0.396689
4.114000,0.000001,-0.000202,0.396457
4.116000,0.000001,-0.000192,0.394841
4.118000,0.000001,-0.000183,0.391158
4.120000,0.000001,-0.000174,0.388661
4.122000,0.000001,-0.000166,0.380203
4.124000,0.000001,-0.000158,0.374347
4.126000,0.000001,-0.000151,0.374858
4.128000,0.000001,-0.000144,0.375193
4.130000,0.000001,-0.000137,0.374965
4.132000,0.000001,-0.000131,0.374158
4.134000,0.000001,-0.000125,0.373611
4.136000,0.000001,-0.000119,0.373514
4.138000,0.000001,-0.000113,0.374547
4.140000,0.000001,-0.000108,0.367890
4.142000,0.000001,-0.000103,0.367187
4.144000,0.000001,-0.000098,0.370896
4.146000,0.000001,-0.000093,0.367362
4.148000,0.000001,-0.000089,0.366835
4.150000,0.000000,-0.000085,0.366211
4.152000,0.000000,-0.000081,0.362725
4.154000,0.000000,-0.000077,0.360480
4.156000,0.000000,-0.000073,0.357510
4.158000,0.000000,-0.000070,0.355003
4.160000,0.000000,-0.000067,0.353419
4.162000,0.000000,-0.000063,0.350030
4.164000,0.000000,-0.000060,0.347620
4.166000,0.000000,-0.000058,0.347424
4.168000,0.000000,-0.000055,0.347757
4.170000,0.000000,-0.000052,0.346712
4.172000,0.000000,-0.000050,0.344247
4.174000,0.000000,-0.000048,0.341192
4.176000,0.000000,-0.000045,0.341956
4.178000,0.000000,-0.000043,0.340945
4.180000,0.000000,-0.000041,0.338558
4.182000,0.000000,-0.000039,0.337153
4.184000,0.000000,-0.000037,0.337265
4.186000,0.000000,-0.000036,0.337034
4.188000,0.000000,-0.000034,0.334004
4.190000,0.000000,-0.000032,0.332237
4.192000,0.000000,-0.000031,0.330422
4.194000,0.000000,-0.000029,0.327260
4.196000,0.000000,-0.000028,0.325707
4.198000,0.000000,-0.000027,0.323102
4.200000,0.000000,-0.000025,0.321410
4.202000,0.000000,-0.000024,0.319174
4.204000,0.000000,-0.000023,0.320259
4.206000,0.000000,-0.000022,0.315757
4.208000,0.000000,-0.000021,0.313080
4.210000,0.000000,-0.000020,0.313332
4.212000,0.000000,-0.000019,0.309292
4.214000,0.000000,-0.000018,0.308018
4.216000,0.000000,-0.000017,0.308229
4.218000,0.000000,-0.000016,0.303043
4.220000,0.000000,-0.000016,0.302768
4.222000,0.000000,-0.000015,0.301049
4.224000,0.000000,-0.000014,0.300341
4.226000,0.000000,-0.000014,0.294462
4.228000,0.000000,-0.000013,0.290089
4.230000,0.000000,-0.000012,0.291458
4.232000,0.000000,-0.000012,0.290998
4.234000,0.000000,-0.000011,0.283945
4.236000,0.000000,-0.000011,0.285302
4.238000,0.000000,-0.000010,0.282921
4.240000,0.000000,-0.000010,0.283680
4.242000,0.000000,-0.000009,0.284194
4.244000,0.000000,-0.000009,0.280270
4.246000,0.000000,-0.000008,0.276320
4.248000,0.000000,-0.000008,0.274696
4.250000,0.000000,-0.000008,0.273971
4.252000,0.000000,-0.000007,0.270018
4.254000,0.000000,-0.000007,0.268199
4.256000,0.000000,-0.000007,0.269250
4.258000,0.000000,-0.000006,0.270251
4.260000,0.000000,-0.000006,0.267394
4.262000,0.000000,-0.000006,0.262903
4.264000,0.000000,-0.000005,0.263798
4.266000,0.000000,-0.000005,0.262099
4.268000,0.000000,-0.000005,0.259798
4.270000,0.000000,-0.000005,0.260832
4.272000,0.000000,-0.000004,0.261149
4.274000,0.000000,-0.000004,0.260578
4.276000,0.000000,-0.000004,0.259797
4.278000,0.000000,-0.000004,0.257550
4.280000,0.000000,-0.000004,0.257369
4.282000,0.000000,-0.000004,0.258069
4.284000,0.000000,-0.000003,0.258214
4.286000,0.000000,-0.000003,0.256269
4.288000,0.000000,-0.000003,0.255132
4.290000,0.000000,-0.000003,0.251314
4.292000,0.000000,-0.000003,0.251621
4.294000,0.000000,-0.000003,0.249349
4.296000,0.000000,-0.000003,0.249020
4.298000,0.000000,-0.000002,0.247303
4.300000,0.000000,-0.000002,0.244979
4.302000,0.000000,-0.000002,0.240934
4.304000,0.000000,-0.000002,0.241852
4.306000,0.000000,-0.000002,0.241567
4.308000,0.000000,-0.000002,0.239119
4.310000,0.000000,-0.000002,0.241832
4.312000,0.000000,-0.000002,0.242623
4.314000,0.000000,-0.000002,0.241906
4.316000,0.000000,-0.000002,0.239573
4.318000,0.000000,-0.000001,0.236231
4.320000,0.000000,-0.000001,0.232890
4.322000,0.000000,-0.000001,0.232970
4.324000,0.000000,-0.000001,0.232631
4.326000,0.000000,-0.000001,0.230934
4.328000,0.000000,-0.000001,0.228918
4.330000,0.000000,-0.000001,0.225343
4.332000,0.000000,-0.000001,0.225661
4.334000,0.000000,-0.000001,0.225471
4.336000,0.000000,-0.000001,0.228560
4.338000,0.000000,-0.000001,0.230673
4.340000,0.000000,-0.000001,0.227739
4.342000,0.000000,-0.000001,0.228004
4.344000,0.000000,-0.000001,0.227471
4.346000,0.000000,-0.000001,0.224546
4.348000,0.000000,-0.000001,0.220693
4.350000,0.000000,-0.000001,0.218610
4.352000,0.000000,-0.000001,0.218413
4.354000,0.000000,-0.000001,0.215716
4.356000,0.000000,-0.000001,0.213525
4.358000,0.000000,-0.000001,0.210351
4.360000,0.000000,-0.000001,0.209409
4.362000,0.000000,-0.000001,0.205949
4.364000,0.000000,-0.000000,0.203604
4.366000,0.000000,-0.000000,0.201858
4.368000,0.000000,-0.000000,0.204803
4.370000,0.000000,-0.000000,0.203742
4.372000,0.000000,-0.000000,0.200432
4.374000,0.000000,-0.000000,0.198671
4.376000,0.000000,-0.000000,0.198302
4.378000,0.000000,-0.000000,0.196109
4.380000,0.000000,-0.000000,0.197691
4.382000,0.000000,-0.000000,0.195299
4.384000,0.000000,-0.000000,0.194970
4.386000,0.000000,-0.000000,0.196972
4.388000,0.000000,-0.000000,0.194677
4.390000,0.000000,-0.000000,0.192724
4.392000,0.000000,-0.000000,0.192074
4.394000,0.000000,-0.000000,0.191212
4.396000,0.000000,-0.000000,0.187177
4.398000,0.000000,-0.000000,0.186180
4.400000,0.000000,-0.000000,0.179921
4.402000,0.000000,-0.000000,0.183226
4.404000,0.000000,-0.000000,0.182571
4.406000,0.000000,-0.000000,0.181156
4.408000,0.000000,-0.000000,0.181108
4.410000,0.000000,-0.000000,0.179334
4.412000,0.000000,-0.000000,0.178705
4.414000,0.000000,-0.000000,0.182169
4.416000,0.000000,-0.000000,0.183975
4.418000,0.000000,-0.000000,0.179992
4.420000,0.000000,-0.000000,0.181664
4.422000,0.000000,-0.000000,0.178836
4.424000,0.000000,-0.000000,0.177989
4.426000,0.000000,-0.000000,0.175326
4.428000,0.000000,-0.000000,0.174160
4.430000,0.000000,-0.000000,0.170543
4.432000,0.000000,-0.000000,0.170023
4.434000,0.000000,-0.000000,0.170704
4.436000,0.000000,-0.000000,0.168640
4.438000,0.000000,-0.000000,0.166144
4.440000,0.000000,-0.000000,0.167377
4.442000,0.000000,-0.000000,0.169103
4.444000,0.000000,-0.000000,0.169087
4.446000,0.000000,-0.000000,0.169399
4.448000,0.000000,-0.000000,0.166310
4.450000,0.000000,-0.000000,0.164374
4.452000,0.000000,-0.000000,0.161033
4.454000,0.000000,-0.000000,0.161538
4.456000,0.000000,-0.000000,0.160573
4.458000,0.000000,-0.000000,0.161352
4.460000,0.000000,-0.000000,0.165041
4.462000,0.000000,-0.000000,0.164632
4.464000,0.000000,-0.000000,0.165929
4.466000,0.000000,-0.000000,0.162258
4.468000,0.000000,-0.000000,0.163362
4.470000,0.000000,-0.000000,0.162174
4.472000,0.000000,-0.000000,0.161607
4.474000,0.000000,-0.000000,0.159278
4.476000,0.000000,-0.000000,0.158134
4.478000,0.000000,-0.000000,0.156175
